ShipmentDetailID,ShipmentID,ProductID,ItemWeight,Quantity,TotalItemPrice,AdditionalCharges,TotalPrice
2259,756,32,23,3,4542,356.99,4898.99
2260,756,32,30,3,4542,278.54,4820.54
2261,756,36,19,9,33111,151.01,33262.01
2262,756,36,35,6,22074,60.94,22134.94
2263,757,6,36,7,462140,398.98,462538.98
2264,757,37,15,4,39608,61.28,39669.28
2265,757,7,22,1,4181,200.32,4381.32
2266,758,29,32,6,159624,436.81,160060.81
2267,758,7,28,2,8362,492.3,8854.3
2268,758,2,29,2,44352,96.86,44448.86
2269,759,33,10,7,24556,321.89,24877.89
2270,759,41,41,6,25506,401.72,25907.72
2271,759,39,9,6,87672,306.97,87978.97
2272,759,23,25,5,873850,295.2,874145.2
2273,760,30,9,3,44523,495.08,45018.08
2274,760,4,24,3,213411,390.49,213801.49
2275,760,9,49,1,4437,433.61,4870.61
2276,761,23,6,1,174770,164.25,174934.25
2277,761,12,43,4,16280,292.07,16572.07
2278,761,27,46,9,3312,220.18,3532.18
2279,761,45,14,1,1789,73.58,1862.58
2280,761,35,9,2,3588,126.93,3714.93
2281,762,29,27,7,186228,249.73,186477.73
2282,763,16,12,6,1938,384.68,2322.68
2283,763,15,16,8,1528,335.53,1863.53
2284,763,14,26,1,3512,430.2,3942.2
2285,763,28,35,6,467526,388.67,467914.67
2286,764,16,1,3,969,425.93,1394.93
2287,764,11,23,1,27629,459.01,28088.01
2288,764,29,4,9,239436,392.37,239828.37
2289,765,15,7,5,955,456.7,1411.7
2290,766,42,20,3,4248,61.36,4309.36
2291,766,32,32,10,15140,489.67,15629.67
2292,767,34,39,2,5150,220.99,5370.99
2293,767,39,24,6,87672,202.88,87874.88
2294,768,29,4,7,186228,372.46,186600.46
2295,768,19,21,4,74576,273.89,74849.89
2296,768,18,4,4,1848,53.24,1901.24
2297,768,34,23,2,5150,405.17,5555.17
2298,768,31,49,1,5130,263.59,5393.59
2299,769,23,40,6,1048620,88.91,1048708.91
2300,769,31,2,10,51300,129.8,51429.8
2301,769,37,2,4,39608,476.28,40084.28
2302,770,19,49,8,149152,361.79,149513.79
2303,770,21,6,8,26760,355.86,27115.86
2304,770,31,4,2,10260,94.56,10354.56
2305,770,15,23,7,1337,223.27,1560.27
2306,771,39,49,1,14612,442.34,15054.34
2307,771,34,45,3,7725,349.02,8074.02
2308,771,27,1,8,2944,322.23,3266.23
2309,771,12,39,7,28490,319.19,28809.19
2310,771,38,35,2,19590,373.76,19963.76
2311,772,12,49,5,20350,371.95,20721.95
2312,772,29,15,9,239436,172.62,239608.62
2313,773,25,26,8,10552,174.52,10726.52
2314,773,27,48,8,2944,244.91,3188.91
2315,773,18,24,3,1386,482.36,1868.36
2316,774,45,48,6,10734,231.58,10965.58
2317,774,40,35,5,4280,435.77,4715.77
2318,774,15,50,5,955,459.54,1414.54
2319,774,16,37,8,2584,492.04,3076.04
2320,775,28,35,2,155842,80.44,155922.44
2321,776,3,35,10,751430,488.8,751918.8
2322,776,8,1,5,12505,472.65,12977.65
2323,776,1,45,7,63693,308.78,64001.78
2324,776,7,3,9,37629,492.26,38121.26
2325,777,45,37,2,3578,452.74,4030.74
2326,778,38,48,9,88155,105.68,88260.68
2327,778,20,27,6,293682,397.83,294079.83
2328,778,38,10,1,9795,313.87,10108.87
2329,778,2,12,5,110880,154.16,111034.16
2330,778,28,7,3,233763,134.74,233897.74
2331,779,10,9,9,364941,373.61,365314.61
2332,779,35,34,3,5382,103.14,5485.14
2333,779,15,34,6,1146,225.76,1371.76
2334,779,24,50,4,378288,304.36,378592.36
2335,779,14,19,9,31608,89.98,31697.98
2336,780,40,16,7,5992,93.89,6085.89
2337,780,24,50,1,94572,477.12,95049.12
2338,780,9,33,5,22185,272.06,22457.06
2339,780,25,50,6,7914,289.96,8203.96
2340,780,31,46,9,46170,237.25,46407.25
2341,781,12,40,6,24420,414.58,24834.58
2342,782,28,16,4,311684,197.96,311881.96
2343,782,22,42,9,965682,422.61,966104.61
2344,783,35,29,8,14352,292.73,14644.73
2345,784,9,20,8,35496,290.38,35786.38
2346,784,24,25,7,662004,499.24,662503.24
2347,785,40,40,6,5136,465.25,5601.25
2348,785,15,29,7,1337,95.43,1432.43
2349,785,26,35,1,822,138.58,960.58
2350,786,22,32,4,429192,81.02,429273.02
2351,786,11,39,1,27629,134.52,27763.52
2352,786,24,31,4,378288,405.93,378693.93
2353,786,29,17,6,159624,423.21,160047.21
2354,787,44,23,2,2802,203.73,3005.73
2355,787,11,23,8,221032,376.5,221408.5
2356,787,41,17,10,42510,482.44,42992.44
2357,787,33,12,1,3508,212.98,3720.98
2358,788,26,37,3,2466,381.65,2847.65
2359,788,19,48,4,74576,478.82,75054.82
2360,789,39,50,2,29224,246.48,29470.48
2361,789,8,11,2,5002,340.53,5342.53
2362,790,9,45,7,31059,218.78,31277.78
2363,790,17,5,3,1104,402.87,1506.87
2364,790,3,42,7,526001,111.27,526112.27
2365,790,13,12,3,3213,267.29,3480.29
2366,790,44,5,6,8406,399.0,8805.0
2367,791,3,28,2,150286,476.92,150762.92
2368,792,32,28,1,1514,339.45,1853.45
2369,792,35,28,6,10764,473.38,11237.38
2370,792,25,28,3,3957,438.92,4395.92
2371,792,24,22,4,378288,60.9,378348.9
2372,793,26,8,2,1644,156.59,1800.59
2373,793,19,4,3,55932,293.03,56225.03
2374,793,4,11,7,497959,106.31,498065.31
2375,793,25,25,10,13190,201.34,13391.34
2376,794,37,22,5,49510,343.35,49853.35
2377,794,31,26,2,10260,358.33,10618.33
2378,794,36,25,6,22074,316.48,22390.48
2379,794,23,16,9,1572930,460.48,1573390.48
2380,795,20,35,4,195788,204.88,195992.88
2381,795,4,7,9,640233,127.48,640360.48
2382,795,5,40,5,659305,356.23,659661.23
2383,795,34,35,6,15450,370.04,15820.04
2384,795,44,14,9,12609,65.87,12674.87
2385,796,21,49,10,33450,194.17,33644.17
2386,796,41,15,2,8502,193.41,8695.41
2387,796,9,13,8,35496,216.82,35712.82
2388,797,41,32,8,34008,122.14,34130.14
2389,797,12,30,9,36630,413.61,37043.61
2390,797,30,8,10,148410,486.51,148896.51
2391,797,26,4,4,3288,164.07,3452.07
2392,797,12,10,9,36630,64.95,36694.95
2393,798,12,23,8,32560,462.34,33022.34
2394,798,32,37,5,7570,472.66,8042.66
2395,798,29,3,2,53208,200.4,53408.4
2396,798,28,33,1,77921,479.63,78400.63
2397,798,22,26,5,536490,270.76,536760.76
2398,799,36,30,7,25753,195.17,25948.17
2399,800,17,28,2,736,393.3,1129.3
2400,800,45,9,9,16101,225.18,16326.18
2401,801,7,50,10,41810,493.7,42303.7
2402,801,6,14,10,660200,304.44,660504.44
2403,802,32,17,5,7570,143.27,7713.27
2404,802,13,24,4,4284,95.24,4379.24
2405,802,6,28,7,462140,240.67,462380.67
2406,802,38,12,2,19590,263.41,19853.41
2407,802,16,8,4,1292,335.41,1627.41
2408,803,32,12,4,6056,413.73,6469.73
2409,803,28,39,10,779210,400.84,779610.84
2410,803,37,10,5,49510,359.34,49869.34
2411,803,28,7,2,155842,98.05,155940.05
2412,804,31,50,10,51300,486.97,51786.97
2413,804,33,5,10,35080,339.11,35419.11
2414,804,28,40,8,623368,289.19,623657.19
2415,804,11,49,4,110516,134.45,110650.45
2416,804,16,36,5,1615,443.4,2058.4
2417,805,3,23,4,300572,224.73,300796.73
2418,805,21,39,8,26760,123.0,26883.0
2419,805,37,24,3,29706,67.82,29773.82
2420,805,15,48,7,1337,126.26,1463.26
2421,805,12,10,5,20350,236.86,20586.86
2422,806,20,27,8,391576,409.61,391985.61
2423,806,14,2,7,24584,181.71,24765.71
2424,806,15,41,3,573,212.55,785.55
2425,806,17,8,7,2576,359.97,2935.97
2426,807,28,16,10,779210,427.46,779637.46
2427,807,29,6,5,133020,460.32,133480.32
2428,808,39,35,5,73060,345.68,73405.68
2429,808,11,3,5,138145,180.9,138325.9
2430,808,29,30,9,239436,424.09,239860.09
2431,808,40,30,6,5136,268.68,5404.68
2432,808,1,34,1,9099,255.44,9354.44
2433,809,24,18,7,662004,296.8,662300.8
2434,809,28,29,6,467526,205.25,467731.25
2435,809,25,29,10,13190,348.66,13538.66
2436,809,21,30,5,16725,457.73,17182.73
2437,809,12,32,6,24420,130.96,24550.96
2438,810,17,32,5,1840,482.96,2322.96
2439,810,16,38,7,2261,225.31,2486.31
2440,810,7,10,10,41810,441.42,42251.42
2441,810,45,7,2,3578,425.23,4003.23
2442,810,39,18,10,146120,386.0,146506.0
2443,811,6,33,8,528160,61.91,528221.91
2444,811,12,34,9,36630,236.35,36866.35
2445,811,26,15,4,3288,312.18,3600.18
2446,812,4,49,1,71137,344.05,71481.05
2447,812,43,40,5,7170,463.31,7633.31
2448,813,9,34,7,31059,267.45,31326.45
2449,813,26,20,7,5754,444.0,6198.0
2450,813,38,31,3,29385,337.22,29722.22
2451,813,20,45,5,244735,51.02,244786.02
2452,814,26,17,2,1644,274.67,1918.67
2453,815,12,10,1,4070,91.78,4161.78
2454,816,1,44,9,81891,177.65,82068.65
2455,816,23,6,10,1747700,418.3,1748118.3
2456,816,43,20,7,10038,83.12,10121.12
2457,816,14,47,7,24584,353.81,24937.81
2458,816,11,37,8,221032,246.47,221278.47
2459,817,25,14,3,3957,154.3,4111.3
2460,818,29,44,7,186228,331.7,186559.7
2461,818,43,19,8,11472,310.82,11782.82
2462,819,45,2,4,7156,414.84,7570.84
2463,819,16,47,6,1938,227.23,2165.23
2464,819,30,32,7,103887,431.79,104318.79
2465,819,10,30,9,364941,285.81,365226.81
2466,820,24,34,7,662004,364.1,662368.1
2467,820,23,34,3,524310,238.91,524548.91
2468,820,11,16,2,55258,441.04,55699.04
2469,820,35,3,8,14352,123.92,14475.92
2470,820,30,24,4,59364,412.2,59776.2
2471,821,38,48,4,39180,435.76,39615.76
2472,821,4,50,10,711370,234.73,711604.73
2473,821,42,39,7,9912,309.72,10221.72
2474,821,3,49,10,751430,295.52,751725.52
2475,821,13,26,3,3213,126.4,3339.4
2476,822,37,12,2,19804,407.76,20211.76
2477,822,36,40,10,36790,160.0,36950.0
2478,823,20,26,8,391576,307.39,391883.39
2479,823,4,25,8,569096,456.6,569552.6
2480,823,43,8,5,7170,301.14,7471.14
2481,823,2,45,2,44352,310.24,44662.24
2482,823,29,34,9,239436,313.58,239749.58
2483,824,11,4,6,165774,470.75,166244.75
2484,825,31,13,3,15390,350.51,15740.51
2485,825,23,22,10,1747700,216.9,1747916.9
2486,825,16,8,5,1615,418.36,2033.36
2487,825,16,33,8,2584,88.7,2672.7
2488,825,6,1,9,594180,326.59,594506.59
2489,826,40,50,6,5136,344.67,5480.67
2490,826,24,5,8,756576,415.22,756991.22
2491,826,31,45,8,41040,305.86,41345.86
2492,826,4,36,5,355685,326.78,356011.78
2493,826,33,43,4,14032,306.5,14338.5
2494,827,43,32,4,5736,226.76,5962.76
2495,828,37,36,3,29706,312.12,30018.12
2496,828,10,19,4,162196,289.42,162485.42
2497,828,21,1,6,20070,463.95,20533.95
2498,828,16,26,3,969,377.19,1346.19
2499,828,14,35,1,3512,148.55,3660.55
2500,829,40,20,10,8560,286.38,8846.38
2501,829,2,20,10,221760,249.52,222009.52
2502,830,10,11,4,162196,91.53,162287.53
2503,830,39,16,8,116896,136.7,117032.7
2504,831,5,32,9,1186749,495.02,1187244.02
2505,831,44,3,5,7005,214.31,7219.31
2506,832,4,41,8,569096,170.14,569266.14
2507,833,25,37,8,10552,215.62,10767.62
2508,834,8,38,5,12505,196.93,12701.93
2509,834,44,42,7,9807,428.44,10235.44
2510,834,7,38,9,37629,266.52,37895.52
2511,834,23,27,4,699080,296.35,699376.35
2512,834,12,2,5,20350,246.19,20596.19
2513,835,32,7,9,13626,273.28,13899.28
2514,835,1,20,10,90990,148.13,91138.13
2515,835,26,3,9,7398,179.3,7577.3
2516,836,31,20,9,46170,261.84,46431.84
2517,836,37,45,7,69314,487.65,69801.65
2518,836,33,5,10,35080,163.99,35243.99
2519,837,16,18,8,2584,410.84,2994.84
2520,838,42,49,9,12744,482.77,13226.77
2521,838,1,23,9,81891,433.4,82324.4
2522,838,41,20,1,4251,480.58,4731.58
2523,839,6,15,4,264080,205.3,264285.3
2524,839,43,32,9,12906,66.5,12972.5
2525,839,38,11,6,58770,316.54,59086.54
2526,840,37,2,5,49510,223.13,49733.13
2527,841,7,44,10,41810,375.21,42185.21
2528,842,36,29,2,7358,127.19,7485.19
2529,843,13,27,1,1071,67.43,1138.43
2530,843,6,30,9,594180,367.66,594547.66
2531,843,11,16,1,27629,339.1,27968.1
2532,844,12,42,5,20350,263.89,20613.89
2533,844,32,22,5,7570,393.25,7963.25
2534,844,29,23,8,212832,340.51,213172.51
2535,845,9,28,3,13311,431.11,13742.11
2536,846,38,14,9,88155,328.51,88483.51
2537,846,4,11,6,426822,176.16,426998.16
2538,846,38,13,6,58770,180.1,58950.1
2539,847,39,34,10,146120,162.42,146282.42
2540,848,22,9,3,321894,137.63,322031.63
2541,849,41,3,8,34008,449.39,34457.39
2542,849,28,23,6,467526,283.61,467809.61
2543,850,15,34,7,1337,293.78,1630.78
2544,850,22,22,7,751086,333.04,751419.04
2545,851,10,22,8,324392,275.9,324667.9
2546,851,3,50,6,450858,375.98,451233.98
2547,851,44,28,3,4203,311.21,4514.21
2548,851,26,17,8,6576,193.45,6769.45
2549,851,27,4,3,1104,79.71,1183.71
2550,852,30,12,7,103887,313.94,104200.94
2551,852,37,16,2,19804,338.96,20142.96
2552,852,38,12,7,68565,114.07,68679.07
2553,853,20,41,1,48947,356.41,49303.41
2554,853,9,29,2,8874,192.44,9066.44
2555,853,1,37,5,45495,312.12,45807.12
2556,853,41,8,10,42510,397.13,42907.13
2557,853,22,13,6,643788,225.16,644013.16
2558,854,11,12,9,248661,321.45,248982.45
2559,854,1,30,1,9099,336.16,9435.16
2560,855,36,2,10,36790,51.16,36841.16
2561,855,32,12,10,15140,420.58,15560.58
2562,855,3,28,7,526001,233.48,526234.48
2563,856,27,27,8,2944,355.75,3299.75
2564,856,36,27,1,3679,171.47,3850.47
2565,857,32,36,8,12112,358.23,12470.23
2566,857,15,3,6,1146,432.11,1578.11
2567,857,29,16,3,79812,307.54,80119.54
2568,857,34,13,1,2575,164.0,2739.0
2569,858,16,21,2,646,271.14,917.14
2570,858,44,17,1,1401,220.4,1621.4
2571,858,1,42,3,27297,306.71,27603.71
2572,858,20,6,6,293682,226.93,293908.93
2573,859,3,5,4,300572,303.13,300875.13
2574,859,14,43,6,21072,140.7,21212.7
2575,860,26,27,9,7398,294.55,7692.55
2576,860,38,44,8,78360,403.16,78763.16
2577,860,8,37,1,2501,454.24,2955.24
2578,860,13,3,10,10710,480.36,11190.36
2579,861,11,23,3,82887,445.59,83332.59
2580,861,14,20,6,21072,178.1,21250.1
2581,861,21,21,1,3345,470.08,3815.08
2582,862,1,6,5,45495,348.55,45843.55
2583,862,15,33,9,1719,332.65,2051.65
2584,862,25,4,1,1319,329.77,1648.77
2585,862,33,1,6,21048,265.2,21313.2
2586,862,24,19,1,94572,243.6,94815.6
2587,863,8,45,10,25010,138.66,25148.66
2588,863,13,24,4,4284,253.66,4537.66
2589,863,34,44,1,2575,403.12,2978.12
2590,863,25,5,2,2638,146.32,2784.32
2591,863,10,22,2,81098,425.32,81523.32
2592,864,8,3,9,22509,219.29,22728.29
2593,864,33,34,3,10524,362.86,10886.86
2594,864,22,27,7,751086,215.13,751301.13
2595,864,15,36,8,1528,475.91,2003.91
2596,864,1,1,5,45495,409.75,45904.75
2597,865,27,34,7,2576,422.78,2998.78
2598,865,14,36,7,24584,314.13,24898.13
2599,866,2,8,7,155232,376.77,155608.77
2600,867,40,45,9,7704,346.5,8050.5
2601,867,32,9,1,1514,446.3,1960.3
2602,867,2,2,3,66528,279.46,66807.46
2603,867,18,21,1,462,173.31,635.31
2604,867,6,44,1,66020,126.13,66146.13
2605,868,19,36,8,149152,101.01,149253.01
2606,868,21,36,3,10035,289.99,10324.99
2607,868,23,33,2,349540,258.69,349798.69
2608,868,24,48,6,567432,234.44,567666.44
2609,869,17,47,1,368,241.88,609.88
2610,870,38,31,3,29385,449.12,29834.12
2611,870,26,18,6,4932,490.1,5422.1
2612,871,20,11,10,489470,379.23,489849.23
2613,872,15,21,10,1910,60.21,1970.21
2614,872,10,19,6,243294,372.11,243666.11
2615,872,43,5,3,4302,195.79,4497.79
2616,873,29,44,8,212832,63.55,212895.55
2617,873,29,7,1,26604,103.81,26707.81
2618,873,22,35,1,107298,125.39,107423.39
2619,874,31,40,7,35910,172.83,36082.83
2620,874,6,36,4,264080,337.21,264417.21
2621,874,16,1,8,2584,72.25,2656.25
2622,875,17,11,10,3680,416.91,4096.91
2623,875,34,28,8,20600,459.66,21059.66
2624,875,16,26,1,323,344.8,667.8
2625,876,31,45,8,41040,413.38,41453.38
2626,876,24,16,9,851148,450.75,851598.75
2627,876,13,49,5,5355,194.31,5549.31
2628,877,3,32,4,300572,362.84,300934.84
2629,877,39,19,9,131508,303.55,131811.55
2630,878,34,32,10,25750,160.06,25910.06
2631,878,30,13,5,74205,312.37,74517.37
2632,878,44,1,7,9807,433.84,10240.84
2633,878,28,15,9,701289,415.09,701704.09
2634,878,38,7,3,29385,467.32,29852.32
2635,879,43,28,1,1434,439.18,1873.18
2636,879,37,48,4,39608,385.43,39993.43
2637,880,21,44,8,26760,491.8,27251.8
2638,881,8,3,1,2501,372.88,2873.88
2639,881,19,34,3,55932,428.3,56360.3
2640,881,36,27,2,7358,364.54,7722.54
2641,881,37,38,5,49510,307.82,49817.82
2642,881,28,45,6,467526,194.25,467720.25
2643,882,34,18,9,23175,268.61,23443.61
2644,883,26,12,1,822,190.04,1012.04
2645,883,8,29,8,20008,102.23,20110.23
2646,883,41,30,8,34008,272.65,34280.65
2647,883,3,48,8,601144,244.98,601388.98
2648,884,13,45,8,8568,310.21,8878.21
2649,884,5,9,5,659305,383.56,659688.56
2650,884,36,50,7,25753,292.9,26045.9
2651,885,28,30,9,701289,406.17,701695.17
2652,885,1,3,7,63693,223.74,63916.74
2653,885,27,45,8,2944,266.05,3210.05
2654,885,17,42,8,2944,378.97,3322.97
2655,886,36,20,7,25753,192.17,25945.17
2656,886,2,17,2,44352,87.15,44439.15
2657,886,5,41,2,263722,133.09,263855.09
2658,886,35,18,9,16146,474.07,16620.07
2659,887,8,32,10,25010,377.47,25387.47
2660,888,43,46,1,1434,251.05,1685.05
2661,888,18,18,6,2772,479.29,3251.29
2662,888,6,3,4,264080,493.08,264573.08
2663,889,4,19,9,640233,114.81,640347.81
2664,889,21,41,9,30105,113.0,30218.0
2665,889,33,17,3,10524,269.33,10793.33
2666,890,17,2,10,3680,392.98,4072.98
2667,891,14,43,10,35120,383.39,35503.39
2668,891,42,36,8,11328,304.1,11632.1
2669,891,33,38,9,31572,346.53,31918.53
2670,891,8,7,4,10004,468.38,10472.38
2671,891,2,14,6,133056,459.45,133515.45
2672,892,43,1,1,1434,386.5,1820.5
2673,892,33,17,1,3508,123.1,3631.1
2674,892,12,34,8,32560,156.72,32716.72
2675,892,29,35,1,26604,286.64,26890.64
2676,893,21,11,10,33450,367.96,33817.96
2677,893,5,20,2,263722,131.06,263853.06
2678,893,25,40,6,7914,476.52,8390.52
2679,893,38,28,5,48975,64.66,49039.66
2680,893,21,33,1,3345,51.35,3396.35
2681,894,6,40,10,660200,230.36,660430.36
2682,894,23,31,2,349540,480.44,350020.44
2683,894,7,15,10,41810,221.46,42031.46
2684,894,8,23,5,12505,269.09,12774.09
2685,895,27,22,4,1472,173.25,1645.25
2686,895,37,29,8,79216,272.64,79488.64
2687,895,27,17,10,3680,357.44,4037.44
2688,895,2,34,6,133056,489.64,133545.64
2689,896,34,42,1,2575,433.46,3008.46
2690,896,14,47,1,3512,427.8,3939.8
2691,896,3,43,3,225429,413.04,225842.04
2692,897,13,18,1,1071,124.59,1195.59
2693,898,4,20,7,497959,256.94,498215.94
2694,898,12,4,2,8140,161.45,8301.45
2695,899,26,41,8,6576,97.82,6673.82
2696,899,38,30,1,9795,158.89,9953.89
2697,899,24,49,7,662004,330.8,662334.8
2698,900,33,47,6,21048,189.05,21237.05
2699,900,11,33,4,110516,386.26,110902.26
2700,900,44,49,9,12609,379.29,12988.29
2701,901,4,19,2,142274,275.63,142549.63
2702,902,21,8,3,10035,308.62,10343.62
2703,902,21,34,9,30105,495.83,30600.83
2704,902,10,43,5,202745,435.6,203180.6
2705,903,11,32,5,138145,109.23,138254.23
2706,903,10,43,3,121647,467.47,122114.47
2707,903,45,23,7,12523,295.62,12818.62
2708,904,33,3,10,35080,77.15,35157.15
2709,904,34,49,2,5150,357.94,5507.94
2710,905,29,36,2,53208,59.21,53267.21
2711,905,32,16,2,3028,157.19,3185.19
2712,906,23,3,9,1572930,75.81,1573005.81
2713,906,20,18,2,97894,96.5,97990.5
2714,906,18,47,9,4158,79.72,4237.72
2715,906,11,27,2,55258,478.29,55736.29
2716,907,18,41,9,4158,459.76,4617.76
2717,907,13,6,7,7497,169.7,7666.7
2718,907,12,48,2,8140,135.66,8275.66
2719,907,22,2,8,858384,457.17,858841.17
2720,908,22,24,4,429192,271.94,429463.94
2721,908,38,37,6,58770,461.88,59231.88
2722,908,1,24,10,90990,322.45,91312.45
2723,909,3,17,6,450858,71.41,450929.41
2724,909,45,37,8,14312,453.1,14765.1
2725,909,13,25,5,5355,455.53,5810.53
2726,909,17,17,9,3312,346.44,3658.44
2727,910,34,24,3,7725,409.41,8134.41
2728,910,39,11,8,116896,50.26,116946.26
2729,910,9,39,7,31059,188.93,31247.93
2730,910,29,36,10,266040,250.17,266290.17
2731,910,23,41,3,524310,349.43,524659.43
2732,911,20,44,8,391576,467.72,392043.72
2733,911,28,50,4,311684,493.3,312177.3
2734,911,25,47,5,6595,237.45,6832.45
2735,911,20,46,2,97894,213.08,98107.08
2736,911,37,19,2,19804,254.87,20058.87
2737,912,42,40,7,9912,237.06,10149.06
2738,912,28,42,8,623368,270.68,623638.68
2739,912,42,5,10,14160,407.0,14567.0
2740,913,29,50,8,212832,224.91,213056.91
2741,913,33,49,2,7016,438.98,7454.98
2742,913,21,37,4,13380,232.99,13612.99
2743,914,42,39,6,8496,353.23,8849.23
2744,915,43,46,1,1434,273.1,1707.1
2745,915,40,36,2,1712,233.73,1945.73
2746,915,3,24,5,375715,315.88,376030.88
2747,915,29,4,1,26604,173.32,26777.32
2748,915,19,47,3,55932,442.98,56374.98
2749,916,34,7,9,23175,371.15,23546.15
2750,916,34,44,5,12875,169.93,13044.93
2751,916,13,29,7,7497,462.85,7959.85
2752,917,7,41,5,20905,384.64,21289.64
2753,917,18,39,2,924,155.73,1079.73
2754,917,24,49,9,851148,196.71,851344.71
2755,917,15,34,1,191,53.35,244.35
2756,917,44,5,3,4203,458.68,4661.68
2757,918,36,16,3,11037,283.29,11320.29
2758,919,30,31,8,118728,372.37,119100.37
2759,919,29,34,6,159624,448.32,160072.32
2760,920,3,10,4,300572,439.2,301011.2
2761,920,12,1,5,20350,241.69,20591.69
2762,920,42,42,7,9912,241.08,10153.08
2763,920,43,30,10,14340,340.3,14680.3
2764,920,22,8,1,107298,57.67,107355.67
2765,921,8,7,9,22509,214.19,22723.19
2766,922,42,45,7,9912,228.29,10140.29
2767,922,34,18,7,18025,135.77,18160.77
2768,922,34,23,3,7725,395.88,8120.88
2769,922,14,25,7,24584,407.78,24991.78
2770,922,14,26,6,21072,261.52,21333.52
2771,923,13,48,9,9639,398.08,10037.08
2772,923,34,27,1,2575,494.9,3069.9
2773,924,23,28,3,524310,54.96,524364.96
2774,925,5,9,7,923027,285.64,923312.64
2775,925,39,18,2,29224,432.83,29656.83
2776,925,13,8,6,6426,372.36,6798.36
2777,925,38,46,8,78360,191.82,78551.82
2778,925,34,35,2,5150,51.7,5201.7
2779,926,7,48,6,25086,197.28,25283.28
2780,926,9,30,8,35496,406.64,35902.64
2781,926,33,12,5,17540,450.75,17990.75
2782,926,13,13,9,9639,172.19,9811.19
2783,927,25,46,5,6595,132.99,6727.99
2784,927,26,18,3,2466,390.88,2856.88
2785,927,13,23,4,4284,55.66,4339.66
2786,928,13,9,4,4284,409.64,4693.64
2787,928,38,43,1,9795,407.6,10202.6
2788,928,17,26,6,2208,94.39,2302.39
2789,928,5,4,10,1318610,71.51,1318681.51
2790,929,37,30,3,29706,307.54,30013.54
2791,929,44,28,3,4203,355.18,4558.18
2792,929,34,19,5,12875,188.34,13063.34
2793,930,16,10,2,646,111.4,757.4
2794,931,18,49,9,4158,217.78,4375.78
2795,931,38,20,3,29385,428.85,29813.85
2796,931,40,20,6,5136,174.68,5310.68
2797,932,26,17,6,4932,370.17,5302.17
2798,932,35,17,4,7176,499.31,7675.31
2799,932,37,39,1,9902,314.38,10216.38
2800,932,23,8,10,1747700,133.05,1747833.05
2801,932,5,29,4,527444,385.9,527829.9
2802,933,25,7,1,1319,406.54,1725.54
2803,933,20,48,4,195788,294.28,196082.28
2804,933,7,30,3,12543,403.5,12946.5
2805,933,5,12,8,1054888,149.54,1055037.54
2806,933,37,14,6,59412,495.92,59907.92
2807,934,19,20,9,167796,341.81,168137.81
2808,934,35,2,8,14352,409.41,14761.41
2809,934,41,28,2,8502,113.78,8615.78
2810,935,43,35,2,2868,376.71,3244.71
2811,935,38,46,2,19590,323.31,19913.31
2812,936,22,22,5,536490,405.39,536895.39
2813,936,38,21,7,68565,359.79,68924.79
2814,936,38,7,2,19590,240.13,19830.13
2815,936,37,8,3,29706,219.9,29925.9
2816,936,17,7,8,2944,288.27,3232.27
2817,937,32,6,7,10598,412.78,11010.78
2818,937,21,46,5,16725,351.07,17076.07
2819,937,32,31,2,3028,326.16,3354.16
2820,938,3,4,3,225429,419.15,225848.15
2821,939,21,47,10,33450,367.81,33817.81
2822,940,7,1,10,41810,196.69,42006.69
2823,941,18,27,5,2310,101.84,2411.84
2824,941,35,13,9,16146,370.13,16516.13
2825,941,30,18,6,89046,441.4,89487.4
2826,941,9,5,7,31059,445.74,31504.74
2827,942,37,11,5,49510,139.2,49649.2
2828,942,20,33,1,48947,211.29,49158.29
2829,943,21,13,9,30105,325.05,30430.05
2830,943,20,47,7,342629,206.81,342835.81
2831,944,24,3,8,756576,194.89,756770.89
2832,944,43,25,7,10038,87.61,10125.61
2833,944,16,9,2,646,168.95,814.95
2834,944,8,28,5,12505,191.4,12696.4
2835,944,40,48,1,856,264.11,1120.11
2836,945,31,13,10,51300,411.67,51711.67
2837,945,10,2,1,40549,350.57,40899.57
2838,945,3,2,10,751430,245.26,751675.26
2839,945,38,11,8,78360,405.25,78765.25
2840,945,19,40,4,74576,326.04,74902.04
2841,946,30,18,10,148410,410.99,148820.99
2842,946,9,7,10,44370,101.81,44471.81
2843,947,21,23,3,10035,452.54,10487.54
2844,948,41,18,4,17004,182.04,17186.04
2845,949,14,38,9,31608,214.02,31822.02
2846,949,32,25,1,1514,273.55,1787.55
2847,950,20,1,7,342629,368.38,342997.38
2848,950,19,20,3,55932,496.76,56428.76
2849,950,1,8,3,27297,494.5,27791.5
2850,951,1,46,4,36396,367.69,36763.69
2851,951,10,41,2,81098,220.44,81318.44
2852,952,29,11,2,53208,427.57,53635.57
2853,952,16,35,8,2584,63.81,2647.81
2854,952,36,24,3,11037,396.05,11433.05
2855,952,38,17,7,68565,340.56,68905.56
2856,952,33,8,10,35080,268.04,35348.04
2857,953,39,8,3,43836,357.29,44193.29
2858,953,36,25,3,11037,66.35,11103.35
2859,953,32,7,2,3028,356.74,3384.74
2860,953,42,48,5,7080,286.63,7366.63
2861,953,43,28,10,14340,481.8,14821.8
2862,954,15,5,9,1719,317.69,2036.69
2863,954,3,21,6,450858,182.79,451040.79
2864,954,29,39,8,212832,129.49,212961.49
