WeatherTrafficID,LocationID,WeatherCondition,TrafficCondition,RecordedDateTime
2322,10,Rainy,Light,2024-08-09 01:12:00
2323,12,Foggy,Heavy,2024-06-03 13:27:00
2324,2,Clear,Light,2023-11-25 17:36:00
2325,15,Rainy,Heavy,2023-06-11 13:16:00
2326,4,Windy,Heavy,2022-06-25 01:23:00
2327,14,Windy,Heavy,2023-01-19 15:03:00
2328,13,Windy,Light,2023-12-23 12:59:00
2329,1,Snowy,Light,2023-06-24 03:13:00
2330,8,Windy,Moderate,2022-05-30 03:18:00
2331,7,Snowy,Moderate,2024-09-14 20:50:00
2332,11,Rainy,Light,2023-08-22 14:24:00
2333,3,Snowy,Light,2023-04-26 06:08:00
2334,13,Rainy,Moderate,2024-03-03 12:13:00
2335,5,Foggy,Light,2024-06-19 07:32:00
2336,9,Windy,Light,2022-09-30 01:27:00
2337,8,Foggy,Light,2023-11-22 11:51:00
2338,2,Snowy,Heavy,2022-09-27 04:04:00
2339,9,Clear,Light,2024-05-19 11:34:00
2340,15,Snowy,Light,2024-05-18 08:14:00
2341,10,Snowy,Heavy,2024-12-16 01:35:00
2342,3,Windy,Heavy,2024-12-03 22:23:00
2343,6,Foggy,Heavy,2024-01-29 08:56:00
2344,3,Clear,Moderate,2022-02-06 12:35:00
2345,6,Rainy,Moderate,2022-04-20 12:27:00
2346,3,Foggy,Moderate,2022-02-07 14:23:00
2347,5,Clear,Light,2024-04-17 09:53:00
2348,4,Clear,Moderate,2022-11-30 06:27:00
2349,9,Clear,Moderate,2022-10-02 11:09:00
2350,7,Snowy,Heavy,2022-09-17 10:35:00
2351,7,Rainy,Light,2024-11-08 14:38:00
2352,2,Foggy,Moderate,2023-08-25 05:53:00
2353,15,Windy,Light,2022-01-03 22:25:00
2354,11,Foggy,Moderate,2024-10-21 14:06:00
2355,14,Windy,Moderate,2022-07-10 17:22:00
2356,2,Clear,Heavy,2023-05-01 17:23:00
2357,8,Clear,Moderate,2024-09-16 18:02:00
2358,12,Rainy,Light,2023-10-02 00:46:00
2359,9,Snowy,Light,2022-10-27 17:33:00
2360,7,Snowy,Heavy,2024-08-22 14:58:00
2361,9,Snowy,Light,2022-02-26 00:33:00
2362,1,Windy,Moderate,2023-05-18 13:55:00
2363,13,Snowy,Heavy,2022-04-05 18:35:00
2364,9,Foggy,Moderate,2024-12-05 01:09:00
2365,5,Windy,Heavy,2024-11-13 14:33:00
2366,7,Windy,Moderate,2024-11-16 04:22:00
2367,3,Snowy,Moderate,2022-01-21 19:16:00
2368,4,Windy,Light,2024-03-31 19:25:00
2369,10,Rainy,Heavy,2024-11-27 14:13:00
2370,13,Windy,Moderate,2023-06-23 21:59:00
2371,12,Snowy,Moderate,2024-09-23 01:20:00
2372,15,Rainy,Light,2023-07-05 12:36:00
2373,10,Windy,Light,2022-01-03 20:32:00
2374,10,Foggy,Moderate,2023-01-20 15:45:00
2375,11,Rainy,Light,2023-05-30 02:31:00
2376,1,Snowy,Light,2024-03-01 02:39:00
2377,4,Foggy,Light,2023-01-07 16:46:00
2378,1,Windy,Light,2022-10-30 11:14:00
2379,11,Snowy,Moderate,2022-02-17 00:28:00
2380,8,Rainy,Heavy,2023-08-02 22:16:00
2381,1,Windy,Light,2024-04-16 23:15:00
2382,14,Clear,Moderate,2024-04-14 06:58:00
2383,4,Rainy,Moderate,2022-07-14 14:48:00
2384,6,Snowy,Heavy,2022-06-09 13:44:00
2385,12,Foggy,Light,2024-07-16 23:16:00
2386,15,Clear,Light,2024-10-19 11:08:00
2387,13,Clear,Heavy,2024-04-22 17:28:00
2388,7,Windy,Moderate,2023-07-26 22:03:00
2389,12,Windy,Heavy,2023-01-25 14:16:00
2390,15,Windy,Moderate,2024-01-23 18:43:00
2391,14,Foggy,Light,2023-04-23 02:26:00
2392,5,Foggy,Heavy,2023-11-07 14:11:00
2393,11,Foggy,Moderate,2024-11-22 22:46:00
2394,3,Rainy,Moderate,2024-02-29 17:09:00
2395,15,Foggy,Moderate,2023-05-27 04:07:00
2396,12,Windy,Light,2023-08-19 19:28:00
2397,6,Foggy,Light,2022-11-08 07:56:00
2398,12,Foggy,Light,2023-01-02 14:59:00
2399,7,Snowy,Moderate,2023-08-05 12:12:00
2400,9,Rainy,Heavy,2024-04-16 01:00:00
2401,13,Rainy,Heavy,2022-11-05 03:48:00
2402,8,Windy,Light,2022-01-21 22:06:00
2403,9,Rainy,Moderate,2024-09-17 07:18:00
2404,7,Rainy,Light,2022-11-11 13:10:00
2405,13,Clear,Light,2022-05-25 18:16:00
2406,8,Windy,Moderate,2022-07-16 09:47:00
2407,14,Windy,Light,2024-10-14 09:56:00
2408,4,Snowy,Light,2023-10-22 09:24:00
2409,14,Rainy,Light,2022-12-18 15:28:00
2410,12,Rainy,Light,2024-11-15 17:55:00
2411,8,Snowy,Moderate,2022-04-26 07:49:00
2412,8,Rainy,Heavy,2022-08-12 19:17:00
2413,6,Snowy,Heavy,2024-12-02 14:43:00
2414,9,Rainy,Light,2023-12-08 17:29:00
2415,5,Foggy,Light,2022-05-13 20:44:00
2416,12,Clear,Light,2023-10-22 22:10:00
2417,1,Windy,Moderate,2024-02-06 09:13:00
2418,7,Clear,Light,2023-10-05 10:14:00
2419,10,Rainy,Light,2022-12-02 05:42:00
2420,7,Foggy,Heavy,2022-04-24 06:33:00
2421,5,Snowy,Moderate,2024-11-15 21:00:00
2422,9,Windy,Moderate,2023-10-25 10:41:00
2423,13,Rainy,Light,2022-12-16 06:42:00
2424,14,Foggy,Moderate,2022-09-04 03:19:00
2425,6,Rainy,Moderate,2022-06-26 17:09:00
2426,2,Clear,Heavy,2022-10-20 03:13:00
2427,14,Windy,Light,2024-11-23 21:28:00
2428,3,Clear,Light,2024-09-24 21:35:00
2429,10,Clear,Moderate,2023-04-23 18:35:00
2430,13,Rainy,Moderate,2022-05-21 02:31:00
2431,11,Foggy,Light,2024-09-26 06:59:00
2432,6,Clear,Moderate,2024-03-28 23:17:00
2433,13,Snowy,Moderate,2024-06-14 16:41:00
2434,1,Windy,Heavy,2023-04-27 12:10:00
2435,14,Foggy,Heavy,2023-11-01 11:05:00
2436,6,Foggy,Heavy,2022-09-18 02:04:00
2437,9,Foggy,Light,2024-12-05 15:09:00
2438,14,Windy,Moderate,2024-03-01 11:59:00
2439,12,Foggy,Heavy,2022-10-26 13:54:00
2440,13,Windy,Moderate,2022-10-15 08:28:00
2441,2,Clear,Light,2022-10-10 04:34:00
2442,15,Snowy,Light,2023-03-26 05:23:00
2443,11,Snowy,Heavy,2023-02-09 12:00:00
2444,1,Rainy,Light,2023-11-21 22:52:00
2445,10,Foggy,Moderate,2024-01-20 04:16:00
2446,14,Rainy,Light,2022-06-18 00:34:00
2447,15,Windy,Light,2022-01-12 16:44:00
2448,15,Foggy,Light,2024-02-19 00:46:00
2449,6,Windy,Light,2022-01-26 09:34:00
2450,11,Snowy,Light,2022-02-13 22:56:00
2451,11,Snowy,Moderate,2024-07-05 14:27:00
2452,4,Windy,Light,2023-06-06 22:01:00
2453,6,Foggy,Heavy,2022-11-18 18:04:00
2454,11,Foggy,Moderate,2022-10-18 17:51:00
2455,11,Foggy,Light,2022-11-09 07:35:00
2456,11,Windy,Light,2022-11-19 19:21:00
2457,6,Snowy,Moderate,2023-07-31 06:43:00
2458,13,Rainy,Light,2023-11-16 08:04:00
2459,2,Rainy,Light,2024-12-16 07:18:00
2460,14,Rainy,Heavy,2024-01-03 21:40:00
2461,5,Snowy,Moderate,2023-02-20 02:07:00
2462,2,Snowy,Light,2022-10-02 00:18:00
2463,12,Snowy,Moderate,2024-02-22 02:18:00
2464,8,Windy,Moderate,2022-05-02 15:29:00
2465,5,Foggy,Light,2024-09-26 14:36:00
2466,4,Foggy,Light,2022-09-01 19:18:00
2467,15,Rainy,Light,2022-01-27 21:24:00
2468,4,Snowy,Moderate,2024-04-06 06:59:00
2469,13,Snowy,Moderate,2023-06-13 13:24:00
2470,2,Clear,Moderate,2022-04-19 10:46:00
2471,11,Foggy,Moderate,2023-10-31 11:26:00
2472,2,Clear,Moderate,2022-02-11 02:52:00
2473,6,Snowy,Light,2024-03-08 12:00:00
2474,4,Rainy,Moderate,2024-12-07 07:38:00
2475,11,Clear,Light,2022-08-02 17:33:00
2476,5,Snowy,Light,2024-07-29 13:14:00
2477,4,Windy,Heavy,2023-08-24 05:13:00
2478,15,Foggy,Moderate,2023-03-03 20:35:00
2479,2,Clear,Light,2023-10-20 02:22:00
2480,3,Snowy,Heavy,2022-03-23 14:51:00
2481,4,Foggy,Light,2022-10-23 20:24:00
2482,1,Snowy,Heavy,2024-08-22 20:57:00
2483,15,Foggy,Moderate,2024-01-29 23:49:00
2484,9,Rainy,Light,2024-05-14 11:00:00
2485,1,Rainy,Moderate,2022-04-12 05:00:00
2486,9,Snowy,Light,2023-03-06 07:56:00
2487,1,Clear,Heavy,2022-03-24 04:23:00
2488,9,Foggy,Light,2022-08-08 09:43:00
2489,12,Windy,Heavy,2022-10-25 05:13:00
2490,11,Snowy,Moderate,2023-04-24 17:52:00
2491,12,Snowy,Moderate,2022-10-09 07:08:00
2492,6,Rainy,Moderate,2024-08-03 23:23:00
2493,4,Snowy,Light,2022-11-03 19:57:00
2494,10,Windy,Heavy,2023-03-20 19:45:00
2495,9,Foggy,Heavy,2023-10-17 13:45:00
2496,7,Foggy,Light,2024-02-07 20:34:00
2497,4,Foggy,Light,2023-06-17 09:02:00
2498,12,Foggy,Moderate,2022-03-01 15:30:00
2499,6,Clear,Moderate,2022-06-29 07:18:00
2500,7,Foggy,Heavy,2022-10-04 05:17:00
2501,8,Rainy,Moderate,2022-06-20 07:39:00
2502,14,Windy,Moderate,2023-03-03 14:33:00
2503,1,Rainy,Light,2022-01-14 21:05:00
2504,5,Windy,Moderate,2023-11-18 13:03:00
2505,4,Snowy,Light,2022-04-11 05:32:00
2506,12,Windy,Moderate,2023-02-10 06:55:00
2507,12,Clear,Light,2022-07-25 00:21:00
2508,1,Rainy,Light,2023-02-22 17:44:00
2509,2,Clear,Light,2024-10-16 14:07:00
2510,10,Clear,Heavy,2022-08-28 09:59:00
2511,6,Windy,Light,2024-04-07 05:14:00
2512,9,Windy,Light,2023-09-14 16:54:00
2513,10,Windy,Light,2022-12-01 13:18:00
2514,5,Snowy,Light,2023-11-18 19:01:00
2515,14,Windy,Light,2022-09-30 15:56:00
2516,3,Clear,Heavy,2024-04-11 18:05:00
2517,1,Snowy,Light,2024-07-12 11:24:00
2518,8,Windy,Moderate,2023-03-07 18:42:00
2519,10,Snowy,Light,2022-08-21 21:01:00
2520,13,Snowy,Light,2022-08-28 06:30:00
2521,14,Clear,Moderate,2023-08-07 12:22:00
2522,1,Foggy,Light,2023-03-23 22:19:00
2523,14,Rainy,Moderate,2023-05-11 16:55:00
2524,4,Foggy,Light,2024-07-24 03:32:00
2525,4,Windy,Moderate,2024-01-06 14:07:00
2526,12,Rainy,Moderate,2023-02-06 12:30:00
2527,10,Rainy,Heavy,2024-08-08 20:46:00
2528,7,Snowy,Moderate,2022-06-02 02:23:00
2529,14,Clear,Heavy,2024-06-10 19:47:00
2530,6,Rainy,Heavy,2023-02-12 02:38:00
2531,2,Rainy,Light,2024-09-18 10:48:00
2532,12,Snowy,Heavy,2024-02-05 03:42:00
2533,5,Snowy,Moderate,2024-04-29 08:18:00
2534,7,Clear,Moderate,2023-07-27 03:58:00
2535,10,Snowy,Moderate,2023-12-06 22:29:00
2536,7,Snowy,Heavy,2023-09-04 00:44:00
2537,15,Windy,Light,2023-05-18 01:21:00
2538,3,Clear,Heavy,2024-07-19 21:20:00
2539,9,Clear,Heavy,2023-04-23 16:06:00
2540,10,Clear,Moderate,2022-08-19 15:08:00
2541,11,Windy,Moderate,2023-11-25 07:13:00
2542,3,Windy,Moderate,2024-03-28 18:46:00
2543,14,Clear,Light,2023-10-09 12:37:00
2544,10,Snowy,Light,2024-08-21 16:23:00
2545,3,Windy,Light,2022-03-26 17:21:00
2546,1,Clear,Heavy,2024-02-02 21:37:00
2547,12,Rainy,Moderate,2023-08-12 15:48:00
2548,2,Windy,Moderate,2022-12-09 05:32:00
2549,9,Snowy,Heavy,2023-08-23 19:01:00
2550,13,Clear,Light,2024-04-30 17:46:00
2551,4,Windy,Light,2023-02-20 21:58:00
2552,7,Clear,Moderate,2024-08-27 02:52:00
2553,12,Foggy,Heavy,2022-07-23 18:25:00
2554,14,Windy,Light,2023-10-20 03:05:00
2555,7,Clear,Light,2024-03-07 19:29:00
2556,1,Rainy,Light,2023-03-10 07:31:00
2557,15,Clear,Heavy,2022-02-14 19:57:00
2558,13,Clear,Light,2022-05-24 21:06:00
2559,4,Clear,Light,2022-09-24 20:29:00
2560,14,Rainy,Heavy,2024-08-17 17:56:00
2561,5,Foggy,Moderate,2022-09-26 05:14:00
2562,6,Foggy,Moderate,2024-07-01 15:20:00
2563,1,Clear,Moderate,2023-09-06 10:24:00
2564,4,Windy,Light,2022-06-22 20:44:00
2565,8,Windy,Light,2022-02-02 02:39:00
2566,9,Rainy,Light,2024-12-07 00:08:00
2567,12,Snowy,Heavy,2023-08-16 23:02:00
2568,7,Rainy,Light,2023-07-02 01:06:00
2569,9,Foggy,Heavy,2023-01-07 08:06:00
2570,12,Clear,Light,2023-12-29 11:04:00
2571,8,Rainy,Heavy,2024-07-25 20:27:00
2572,1,Snowy,Heavy,2024-11-08 09:27:00
2573,13,Rainy,Moderate,2022-11-27 23:22:00
2574,15,Snowy,Moderate,2022-02-22 15:31:00
2575,10,Snowy,Heavy,2022-07-20 09:04:00
2576,9,Windy,Heavy,2024-01-26 06:13:00
2577,11,Snowy,Light,2023-06-19 06:45:00
2578,2,Foggy,Moderate,2023-09-04 07:02:00
2579,2,Foggy,Moderate,2024-04-20 08:04:00
2580,4,Rainy,Heavy,2022-01-25 07:53:00
2581,10,Foggy,Moderate,2022-06-09 10:08:00
2582,8,Windy,Light,2024-04-20 17:15:00
2583,3,Snowy,Heavy,2022-08-17 04:09:00
2584,13,Snowy,Light,2024-03-22 08:35:00
2585,14,Windy,Light,2023-02-16 02:17:00
2586,5,Clear,Moderate,2024-05-29 15:37:00
2587,3,Clear,Moderate,2023-02-13 01:22:00
2588,14,Clear,Moderate,2022-05-21 13:31:00
2589,4,Windy,Light,2022-10-24 10:16:00
2590,11,Snowy,Light,2022-04-11 23:41:00
2591,14,Windy,Moderate,2022-04-13 02:22:00
2592,4,Snowy,Moderate,2023-07-29 18:51:00
2593,12,Rainy,Heavy,2022-04-11 07:29:00
2594,13,Rainy,Light,2024-05-12 20:31:00
2595,8,Rainy,Light,2022-10-23 14:47:00
2596,13,Rainy,Light,2021-12-30 16:18:00
2597,9,Foggy,Light,2024-05-22 21:25:00
2598,1,Windy,Heavy,2023-11-24 14:34:00
2599,7,Clear,Heavy,2022-07-22 01:15:00
2600,14,Snowy,Heavy,2022-07-25 03:24:00
2601,8,Foggy,Moderate,2022-11-29 23:39:00
2602,3,Foggy,Light,2024-02-27 10:23:00
2603,10,Foggy,Light,2022-09-18 06:16:00
2604,11,Clear,Light,2024-10-08 12:02:00
2605,9,Windy,Light,2024-02-07 11:26:00
2606,8,Windy,Heavy,2023-03-11 15:35:00
2607,4,Snowy,Moderate,2024-05-30 15:48:00
2608,12,Snowy,Moderate,2024-10-31 19:32:00
2609,6,Snowy,Heavy,2024-03-12 18:58:00
2610,12,Snowy,Moderate,2024-08-16 23:38:00
2611,13,Rainy,Moderate,2024-08-02 05:39:00
2612,2,Snowy,Heavy,2024-04-17 22:32:00
2613,6,Foggy,Moderate,2023-03-30 15:03:00
2614,8,Windy,Heavy,2023-01-05 21:41:00
2615,14,Windy,Moderate,2023-10-11 13:38:00
2616,4,Foggy,Heavy,2024-01-29 17:25:00
2617,15,Clear,Heavy,2023-11-07 01:43:00
2618,15,Rainy,Heavy,2023-02-22 16:13:00
2619,1,Snowy,Moderate,2024-02-14 07:38:00
2620,15,Foggy,Heavy,2022-04-23 14:35:00
2621,4,Rainy,Light,2023-01-17 04:32:00
2622,9,Clear,Heavy,2022-02-21 08:03:00
2623,3,Rainy,Light,2022-08-28 04:45:00
2624,1,Snowy,Heavy,2024-09-20 00:09:00
2625,3,Snowy,Moderate,2023-05-31 22:24:00
2626,2,Rainy,Heavy,2024-06-22 16:16:00
2627,6,Snowy,Moderate,2023-12-30 19:04:00
2628,13,Clear,Heavy,2023-08-27 00:44:00
2629,9,Foggy,Moderate,2023-11-21 19:25:00
2630,3,Snowy,Moderate,2023-08-15 23:48:00
2631,10,Rainy,Light,2023-12-06 21:30:00
2632,11,Foggy,Heavy,2023-05-12 08:25:00
2633,14,Snowy,Light,2023-05-15 11:59:00
2634,10,Rainy,Moderate,2023-12-14 05:14:00
2635,14,Clear,Heavy,2024-12-05 22:33:00
2636,5,Clear,Heavy,2023-09-09 08:59:00
2637,2,Snowy,Heavy,2024-02-21 16:47:00
2638,4,Windy,Heavy,2024-02-22 09:25:00
2639,12,Windy,Moderate,2022-03-01 20:03:00
2640,14,Clear,Light,2024-05-30 17:10:00
2641,5,Clear,Heavy,2023-12-16 06:58:00
2642,7,Windy,Light,2024-02-18 07:46:00
2643,11,Windy,Moderate,2023-02-12 13:48:00
2644,13,Rainy,Heavy,2023-02-06 18:03:00
2645,7,Foggy,Moderate,2023-07-31 15:43:00
2646,6,Windy,Light,2024-03-22 21:26:00
2647,13,Windy,Light,2024-01-25 00:00:00
2648,13,Clear,Light,2023-07-24 03:08:00
2649,14,Rainy,Heavy,2022-12-20 20:53:00
2650,9,Windy,Heavy,2024-09-16 12:12:00
2651,15,Clear,Light,2023-05-12 11:30:00
2652,11,Foggy,Light,2023-02-04 18:21:00
2653,12,Windy,Moderate,2023-12-17 15:48:00
2654,10,Windy,Moderate,2024-02-06 13:22:00
2655,14,Snowy,Heavy,2024-03-26 12:27:00
2656,15,Foggy,Moderate,2024-12-07 22:01:00
2657,11,Snowy,Light,2024-03-16 07:35:00
2658,8,Windy,Light,2023-05-18 15:58:00
2659,14,Rainy,Light,2023-06-25 10:32:00
2660,7,Windy,Heavy,2022-11-22 22:27:00
2661,15,Rainy,Heavy,2022-09-16 00:18:00
2662,6,Foggy,Heavy,2024-01-30 04:16:00
2663,1,Rainy,Heavy,2022-08-28 17:04:00
2664,2,Foggy,Moderate,2023-04-09 05:10:00
2665,11,Foggy,Light,2022-08-12 06:57:00
2666,2,Snowy,Heavy,2023-04-21 18:46:00
2667,15,Foggy,Heavy,2022-12-17 22:08:00
2668,5,Rainy,Moderate,2024-02-02 01:05:00
2669,14,Clear,Moderate,2023-09-10 15:01:00
2670,11,Foggy,Moderate,2023-10-07 14:14:00
2671,2,Rainy,Heavy,2022-07-04 00:49:00
2672,1,Rainy,Moderate,2024-05-29 16:43:00
2673,1,Clear,Moderate,2022-07-16 01:34:00
2674,12,Windy,Moderate,2024-05-07 11:08:00
2675,1,Windy,Heavy,2022-08-08 20:53:00
2676,12,Clear,Moderate,2024-05-18 00:03:00
2677,9,Snowy,Moderate,2022-02-25 15:01:00
2678,3,Windy,Heavy,2024-09-28 09:03:00
2679,7,Clear,Moderate,2022-12-11 16:36:00
2680,2,Clear,Light,2024-04-01 13:23:00
2681,13,Snowy,Moderate,2024-07-07 01:16:00
2682,6,Rainy,Heavy,2022-05-29 18:29:00
2683,11,Windy,Moderate,2024-05-25 02:44:00
2684,10,Rainy,Light,2024-05-24 15:25:00
2685,9,Snowy,Heavy,2024-09-30 14:34:00
2686,6,Windy,Moderate,2023-05-31 04:41:00
2687,14,Windy,Heavy,2024-07-23 00:26:00
2688,6,Windy,Light,2023-06-04 20:27:00
2689,9,Rainy,Moderate,2022-01-06 01:50:00
2690,2,Windy,Heavy,2022-06-02 20:38:00
2691,1,Windy,Heavy,2023-12-31 00:17:00
2692,10,Clear,Moderate,2023-05-31 10:45:00
2693,2,Snowy,Heavy,2024-07-05 16:23:00
2694,1,Snowy,Heavy,2022-07-28 06:18:00
2695,11,Snowy,Moderate,2024-08-04 18:48:00
2696,3,Rainy,Light,2024-01-13 19:30:00
2697,10,Clear,Moderate,2024-12-11 16:43:00
2698,11,Clear,Heavy,2023-04-09 10:08:00
2699,8,Windy,Heavy,2023-06-28 15:25:00
2700,3,Clear,Moderate,2022-02-25 15:21:00
2701,15,Rainy,Light,2023-06-29 04:58:00
2702,3,Rainy,Moderate,2022-10-10 12:52:00
2703,13,Rainy,Heavy,2023-09-13 16:50:00
2704,13,Windy,Light,2022-12-31 22:42:00
2705,3,Clear,Light,2023-11-10 20:34:00
2706,2,Rainy,Moderate,2024-07-02 08:09:00
2707,10,Clear,Moderate,2024-01-18 22:04:00
2708,15,Foggy,Moderate,2023-09-20 22:51:00
2709,4,Clear,Light,2022-06-07 22:05:00
2710,3,Windy,Heavy,2023-03-01 19:34:00
2711,14,Clear,Heavy,2023-04-04 15:43:00
2712,3,Rainy,Heavy,2023-04-18 18:48:00
2713,11,Rainy,Light,2023-09-26 09:56:00
2714,7,Clear,Heavy,2024-07-10 01:36:00
2715,5,Rainy,Light,2023-03-22 19:51:00
2716,9,Windy,Moderate,2023-05-31 18:22:00
2717,7,Rainy,Moderate,2024-09-19 08:42:00
2718,6,Clear,Moderate,2024-03-21 03:38:00
2719,10,Rainy,Moderate,2024-12-10 07:29:00
2720,4,Rainy,Moderate,2023-08-30 09:22:00
2721,7,Foggy,Light,2024-07-25 17:02:00
2722,1,Foggy,Moderate,2024-09-15 09:12:00
2723,12,Windy,Heavy,2023-06-06 22:59:00
2724,11,Windy,Light,2022-12-03 16:26:00
2725,4,Foggy,Heavy,2024-05-09 01:35:00
2726,9,Rainy,Moderate,2023-11-03 22:51:00
2727,6,Windy,Light,2024-06-14 14:12:00
2728,6,Rainy,Heavy,2022-11-11 08:05:00
2729,8,Windy,Light,2022-07-04 19:54:00
2730,5,Windy,Moderate,2024-10-19 12:04:00
2731,3,Foggy,Light,2022-12-03 08:33:00
2732,10,Snowy,Heavy,2023-02-28 00:24:00
2733,10,Snowy,Heavy,2023-05-17 13:23:00
2734,3,Snowy,Heavy,2022-02-03 21:58:00
2735,6,Clear,Heavy,2024-10-21 06:23:00
2736,11,Rainy,Moderate,2023-12-25 09:44:00
2737,14,Snowy,Heavy,2024-04-01 19:40:00
2738,12,Rainy,Light,2024-08-19 21:40:00
2739,1,Windy,Light,2024-04-27 13:22:00
2740,5,Windy,Heavy,2023-12-06 13:35:00
2741,11,Rainy,Moderate,2023-04-02 13:53:00
2742,11,Rainy,Moderate,2023-08-06 17:35:00
2743,12,Clear,Moderate,2024-06-28 16:09:00
2744,6,Clear,Moderate,2022-11-05 23:09:00
2745,11,Rainy,Light,2024-07-12 13:20:00
2746,10,Clear,Heavy,2023-01-22 10:54:00
2747,3,Rainy,Light,2024-08-19 07:29:00
2748,3,Clear,Moderate,2022-03-01 00:51:00
2749,5,Clear,Heavy,2022-12-11 08:44:00
2750,10,Clear,Heavy,2023-06-11 02:06:00
2751,8,Clear,Heavy,2022-12-02 12:29:00
2752,9,Rainy,Light,2024-11-07 22:23:00
2753,8,Rainy,Light,2022-05-12 04:04:00
2754,5,Clear,Moderate,2022-05-30 11:14:00
2755,1,Windy,Moderate,2024-12-18 14:02:00
2756,4,Windy,Heavy,2022-06-11 22:53:00
2757,13,Snowy,Moderate,2024-11-27 17:56:00
2758,2,Rainy,Light,2024-08-11 03:07:00
2759,13,Snowy,Heavy,2024-04-26 17:49:00
2760,10,Rainy,Light,2023-03-27 11:23:00
2761,6,Foggy,Moderate,2022-02-03 20:58:00
2762,5,Rainy,Light,2022-01-18 08:29:00
2763,9,Clear,Light,2023-11-27 10:11:00
2764,3,Rainy,Moderate,2024-04-24 15:44:00
2765,12,Foggy,Heavy,2022-11-01 00:32:00
2766,2,Windy,Moderate,2024-11-11 08:58:00
2767,9,Windy,Light,2024-03-02 14:32:00
2768,5,Clear,Moderate,2022-02-16 04:39:00
2769,8,Clear,Heavy,2024-06-13 20:58:00
2770,11,Foggy,Light,2023-09-19 06:27:00
2771,1,Windy,Light,2024-12-05 06:01:00
2772,13,Rainy,Moderate,2022-01-01 17:42:00
2773,10,Windy,Heavy,2022-04-21 17:20:00
2774,13,Clear,Light,2024-06-19 01:36:00
2775,5,Clear,Light,2023-12-21 17:18:00
2776,1,Rainy,Light,2023-04-25 14:29:00
2777,14,Windy,Light,2024-10-18 14:02:00
2778,13,Clear,Light,2023-07-25 14:39:00
2779,7,Snowy,Moderate,2023-04-02 04:41:00
2780,8,Foggy,Moderate,2022-04-14 10:56:00
2781,11,Snowy,Moderate,2024-09-13 06:11:00
2782,8,Snowy,Heavy,2023-09-22 15:59:00
2783,3,Snowy,Heavy,2023-09-10 11:48:00
2784,1,Clear,Moderate,2024-03-27 06:27:00
2785,2,Windy,Moderate,2023-04-28 13:09:00
2786,14,Clear,Light,2023-01-31 14:52:00
2787,12,Rainy,Moderate,2023-04-26 08:14:00
2788,13,Snowy,Moderate,2023-05-27 08:38:00
2789,15,Windy,Moderate,2023-03-03 18:46:00
2790,4,Windy,Light,2024-01-27 17:31:00
2791,14,Windy,Light,2023-04-26 04:16:00
2792,2,Foggy,Light,2023-01-09 01:15:00
2793,3,Windy,Light,2024-08-18 00:43:00
2794,6,Snowy,Light,2023-05-27 15:49:00
2795,8,Windy,Moderate,2023-09-28 17:29:00
2796,4,Foggy,Light,2024-01-27 19:57:00
2797,7,Windy,Moderate,2022-09-24 03:29:00
2798,3,Foggy,Heavy,2024-09-02 00:41:00
2799,11,Clear,Light,2022-01-21 18:05:00
2800,8,Snowy,Light,2024-02-29 19:52:00
2801,8,Rainy,Light,2022-04-28 06:03:00
2802,2,Rainy,Moderate,2022-02-06 09:14:00
2803,3,Rainy,Heavy,2022-01-30 09:18:00
2804,4,Foggy,Heavy,2022-05-04 01:36:00
2805,5,Rainy,Light,2022-07-08 12:36:00
2806,5,Clear,Heavy,2023-04-02 00:14:00
2807,10,Clear,Light,2023-12-20 05:29:00
2808,8,Rainy,Heavy,2023-12-30 21:15:00
2809,11,Snowy,Moderate,2023-09-17 10:25:00
2810,1,Foggy,Moderate,2021-12-26 15:59:00
2811,15,Clear,Light,2023-02-27 12:26:00
2812,11,Clear,Light,2022-07-03 17:09:00
2813,13,Windy,Light,2024-12-09 16:35:00
2814,13,Clear,Moderate,2022-02-06 02:09:00
2815,1,Clear,Heavy,2024-12-13 07:51:00
2816,7,Foggy,Moderate,2024-10-25 13:09:00
2817,2,Rainy,Heavy,2022-08-08 11:23:00
2818,1,Clear,Heavy,2022-04-15 09:04:00
2819,6,Foggy,Moderate,2024-11-01 22:35:00
2820,2,Rainy,Heavy,2022-10-14 18:31:00
2821,1,Clear,Moderate,2024-03-12 21:38:00
2822,9,Foggy,Light,2024-08-26 09:52:00
2823,1,Clear,Light,2023-08-02 06:36:00
2824,12,Windy,Heavy,2023-02-23 02:17:00
2825,5,Clear,Light,2022-12-12 02:30:00
2826,6,Foggy,Light,2022-10-17 16:53:00
2827,5,Foggy,Heavy,2023-02-14 03:28:00
2828,7,Foggy,Heavy,2022-07-01 02:29:00
2829,7,Rainy,Moderate,2024-08-19 06:37:00
2830,6,Windy,Heavy,2022-10-17 07:08:00
2831,11,Clear,Heavy,2023-06-23 23:14:00
2832,6,Foggy,Heavy,2024-01-23 16:34:00
2833,3,Clear,Light,2022-05-05 15:09:00
2834,7,Foggy,Light,2023-09-29 18:31:00
2835,1,Foggy,Heavy,2023-09-07 21:49:00
2836,3,Clear,Moderate,2024-01-07 02:21:00
2837,6,Snowy,Light,2022-03-14 17:57:00
2838,4,Foggy,Moderate,2024-12-13 10:04:00
2839,9,Snowy,Light,2024-07-30 03:42:00
2840,11,Snowy,Moderate,2024-06-06 16:48:00
2841,2,Clear,Moderate,2024-10-28 19:59:00
