ShipmentID,ProviderID,CustomerID,OriginLocationID,DestinationLocationID,ShipmentStatus,DeliveryStatus,ShipmentDate,DeliveryDate
1670,3,1701,11,13,Delivered,Completed,2023-11-01,2023-11-08
1671,4,761,12,5,Delivered,Completed,2024-06-23,2024-07-07
1672,4,1151,13,7,Delivered,Completed,2023-12-05,2023-12-15
1673,2,2888,13,1,Delivered,Completed,2024-03-10,2024-03-15
1674,5,4159,8,15,In-Transit,Delayed,2023-07-20,2023-08-01
1675,3,4567,7,9,In-Transit,Returned,2024-07-26,2024-08-01
1676,3,3346,1,5,Pending,Delayed,2022-06-01,2022-06-19
1677,3,3505,13,5,Delivered,Completed,2024-05-10,2024-05-16
1678,2,800,7,9,In-Transit,Delayed,2022-06-10,2022-06-29
1679,4,3429,7,2,In-Transit,Canceled,2023-03-22,2023-04-07
1680,3,3611,9,12,In-Transit,Delayed,2023-06-09,2023-06-22
1681,1,1555,5,2,Delivered,Completed,2022-04-13,2022-04-18
1682,4,405,13,8,In-Transit,Canceled,2024-11-10,2024-11-30
1683,2,1258,7,14,Delivered,Completed,2022-05-30,2022-06-06
1684,3,4053,8,10,In-Transit,Canceled,2022-02-08,2022-02-25
1685,5,4983,5,1,In-Transit,Returned,2024-07-30,2024-08-09
1686,2,2817,3,10,Pending,Delayed,2024-01-16,2024-01-29
1687,4,1493,6,2,Delivered,Completed,2023-12-31,2024-01-04
1688,2,1161,1,2,Delivered,Completed,2024-01-15,2024-01-21
1689,5,2577,2,6,In-Transit,Delayed,2024-09-19,2024-10-04
1690,2,2826,13,2,In-Transit,Returned,2022-02-13,2022-03-06
1691,5,2288,15,4,In-Transit,Delayed,2024-05-17,2024-05-23
1692,2,1251,12,6,Delivered,Completed,2022-02-08,2022-02-22
1693,5,3765,12,3,Pending,Delayed,2024-07-03,2024-07-20
1694,2,4815,3,9,Pending,Returned,2022-09-26,2022-10-17
1695,1,4639,9,13,Delivered,Completed,2023-10-05,2023-10-14
1696,2,4851,8,13,Delivered,Completed,2023-10-16,2023-10-29
1697,5,4901,5,7,Delivered,Completed,2024-06-16,2024-06-20
1698,4,3001,5,6,In-Transit,Returned,2023-10-15,2023-10-23
1699,5,4127,1,9,Pending,Delayed,2023-02-25,2023-03-17
1700,3,347,14,4,In-Transit,Canceled,2022-06-26,2022-07-03
1701,3,745,2,13,Pending,Returned,2022-01-12,2022-01-19
1702,1,2722,10,8,In-Transit,Delayed,2023-08-29,2023-09-09
1703,4,3750,15,6,Pending,Delayed,2022-08-08,2022-08-22
1704,5,4336,6,1,In-Transit,Delayed,2023-06-22,2023-06-28
1705,3,2019,4,6,In-Transit,Canceled,2023-08-14,2023-08-28
1706,3,4786,7,10,Pending,Canceled,2022-08-06,2022-08-18
1707,1,262,8,6,Pending,Canceled,2024-10-24,2024-11-02
1708,1,3451,7,10,In-Transit,Delayed,2022-10-25,2022-10-29
1709,4,259,4,13,Pending,Delayed,2023-01-02,2023-01-22
1710,5,2916,11,6,In-Transit,Canceled,2024-11-09,2024-11-21
1711,1,774,8,7,In-Transit,Canceled,2024-10-05,2024-10-12
1712,2,1896,13,14,Delivered,Completed,2024-03-09,2024-03-13
1713,5,4616,6,10,Delivered,Completed,2022-11-04,2022-11-15
1714,3,596,10,11,In-Transit,Returned,2023-08-21,2023-09-01
1715,4,2037,12,4,Delivered,Completed,2024-02-10,2024-03-01
1716,5,606,4,2,Pending,Canceled,2024-06-05,2024-06-09
1717,1,1591,5,4,Delivered,Completed,2024-01-15,2024-02-05
1718,1,4356,4,13,Pending,Delayed,2022-08-26,2022-09-04
1719,4,3743,3,13,Delivered,Completed,2023-08-25,2023-08-29
1720,3,2760,5,13,Delivered,Completed,2024-02-09,2024-02-24
1721,5,1244,8,3,Delivered,Completed,2024-10-28,2024-11-12
1722,2,2131,7,8,Delivered,Completed,2024-10-16,2024-11-02
1723,2,885,3,4,In-Transit,Returned,2022-04-15,2022-05-02
1724,5,4135,9,2,Delivered,Completed,2022-07-14,2022-08-01
1725,3,2994,4,12,Pending,Returned,2022-01-07,2022-01-16
1726,5,2226,13,2,Pending,Canceled,2023-03-16,2023-04-03
1727,4,734,11,13,Delivered,Completed,2024-02-01,2024-02-23
1728,2,4168,6,4,Delivered,Completed,2022-06-03,2022-06-12
1729,4,1977,4,6,Pending,Delayed,2023-08-25,2023-08-30
1730,4,4729,13,10,In-Transit,Returned,2024-07-31,2024-08-19
1731,1,1236,7,11,In-Transit,Returned,2024-07-01,2024-07-18
1732,5,2030,4,9,Pending,Canceled,2021-12-28,2022-01-02
1733,2,3039,3,1,Pending,Returned,2024-11-20,2024-12-04
1734,4,2385,2,8,In-Transit,Delayed,2022-02-04,2022-02-12
1735,3,2958,2,12,Delivered,Completed,2023-03-25,2023-04-13
1736,3,2768,12,5,Pending,Canceled,2024-09-30,2024-10-08
1737,3,991,5,12,Delivered,Completed,2022-11-30,2022-12-12
1738,4,312,9,12,Delivered,Completed,2023-12-08,2023-12-23
1739,2,2597,14,9,In-Transit,Returned,2022-02-02,2022-02-09
1740,2,2771,11,10,Delivered,Completed,2022-06-26,2022-07-08
1741,3,3041,10,13,In-Transit,Canceled,2023-10-11,2023-10-29
1742,1,762,3,14,Pending,Delayed,2022-12-12,2022-12-17
1743,5,1105,8,10,Pending,Returned,2022-12-19,2023-01-06
1744,3,2617,6,11,Pending,Returned,2024-11-25,2024-12-09
1745,1,1118,2,3,Pending,Returned,2023-07-30,2023-08-10
1746,1,2937,6,15,In-Transit,Returned,2024-09-05,2024-09-14
1747,1,3622,13,11,In-Transit,Returned,2022-11-28,2022-12-08
1748,2,1821,4,12,Pending,Canceled,2024-10-25,2024-11-13
1749,2,4610,2,3,In-Transit,Canceled,2023-04-11,2023-05-01
1750,2,654,1,10,In-Transit,Delayed,2022-11-17,2022-11-22
1751,2,1775,10,3,Pending,Canceled,2024-08-19,2024-08-23
1752,1,3899,8,1,Delivered,Completed,2023-08-05,2023-08-13
1753,3,752,5,7,Delivered,Completed,2022-12-29,2023-01-04
1754,5,4346,13,9,In-Transit,Delayed,2023-10-07,2023-10-24
1755,3,906,2,10,Delivered,Completed,2022-09-15,2022-10-07
1756,2,4184,11,5,In-Transit,Delayed,2023-08-07,2023-08-13
1757,5,967,8,1,In-Transit,Canceled,2022-02-20,2022-03-04
1758,1,2600,13,6,In-Transit,Delayed,2023-12-16,2023-12-28
1759,1,2338,8,15,Delivered,Completed,2023-12-21,2023-12-29
1760,1,3334,5,15,Pending,Canceled,2024-11-27,2024-12-01
1761,1,542,14,2,In-Transit,Canceled,2022-01-25,2022-02-10
1762,1,40,10,15,Delivered,Completed,2023-04-22,2023-04-30
1763,2,593,4,10,In-Transit,Canceled,2024-09-19,2024-09-28
1764,4,3945,14,13,In-Transit,Delayed,2024-03-22,2024-04-08
1765,2,2866,1,12,Delivered,Completed,2024-09-03,2024-09-09
1766,5,2133,8,9,In-Transit,Returned,2022-06-29,2022-07-18
1767,4,2754,7,10,Delivered,Completed,2024-07-19,2024-07-31
1768,2,1364,11,6,In-Transit,Returned,2023-03-03,2023-03-14
1769,4,3346,2,10,Delivered,Completed,2023-11-06,2023-11-17
1770,4,3627,5,14,Pending,Canceled,2022-03-14,2022-03-30
1771,4,3831,7,14,Delivered,Completed,2024-08-08,2024-08-18
1772,5,2303,6,5,In-Transit,Delayed,2024-01-04,2024-01-13
1773,3,765,15,12,Delivered,Completed,2022-12-26,2023-01-07
1774,2,1578,11,13,Pending,Returned,2023-08-03,2023-08-12
1775,2,2246,14,15,Pending,Delayed,2022-03-18,2022-03-29
1776,3,1974,2,10,Pending,Returned,2023-12-21,2024-01-06
1777,2,1029,13,14,Delivered,Completed,2024-05-10,2024-05-27
1778,2,959,6,4,In-Transit,Delayed,2022-12-19,2023-01-05
1779,2,1360,10,6,Delivered,Completed,2022-03-30,2022-04-12
1780,5,4352,8,6,Delivered,Completed,2023-05-02,2023-05-08
1781,2,1671,15,13,Pending,Returned,2023-09-22,2023-09-29
1782,1,457,3,5,Pending,Canceled,2024-09-22,2024-10-02
1783,2,1647,5,14,Pending,Returned,2023-09-11,2023-09-20
1784,1,161,15,2,Pending,Returned,2024-07-08,2024-07-16
1785,3,2052,7,9,Pending,Canceled,2024-07-26,2024-08-12
1786,1,2018,8,10,In-Transit,Delayed,2023-12-22,2024-01-02
1787,3,3180,11,6,Pending,Returned,2022-03-28,2022-04-08
1788,2,1943,5,14,In-Transit,Returned,2023-06-11,2023-06-23
1789,1,178,3,13,In-Transit,Canceled,2022-10-20,2022-11-09
1790,1,3204,12,2,Delivered,Completed,2023-10-05,2023-10-13
1791,3,4452,11,3,In-Transit,Returned,2023-10-03,2023-10-15
1792,1,2193,7,6,Delivered,Completed,2022-10-27,2022-11-16
1793,2,1586,4,2,In-Transit,Canceled,2024-01-22,2024-02-05
1794,5,2964,7,11,Delivered,Completed,2022-01-25,2022-02-04
1795,4,623,14,5,In-Transit,Delayed,2023-08-01,2023-08-06
1796,4,2302,3,4,In-Transit,Returned,2023-10-05,2023-10-09
1797,3,2621,11,3,Pending,Returned,2022-06-21,2022-07-13
1798,2,3968,14,6,In-Transit,Returned,2022-09-26,2022-10-01
1799,1,2705,3,1,Delivered,Completed,2022-01-09,2022-01-24
1800,1,1107,8,13,In-Transit,Canceled,2023-03-17,2023-04-04
1801,1,3806,12,2,Delivered,Completed,2023-01-13,2023-01-17
1802,3,3602,9,7,Delivered,Completed,2023-05-03,2023-05-24
1803,5,1754,4,9,Pending,Delayed,2023-10-16,2023-10-30
1804,3,3124,6,1,Delivered,Completed,2022-07-20,2022-08-10
1805,4,2660,4,15,In-Transit,Canceled,2022-02-15,2022-03-08
1806,3,2096,1,9,Pending,Returned,2024-02-11,2024-02-24
1807,5,4138,15,11,In-Transit,Delayed,2024-08-17,2024-08-26
1808,5,4226,10,15,Delivered,Completed,2023-06-08,2023-06-22
1809,1,4426,11,5,In-Transit,Canceled,2024-07-18,2024-07-26
1810,5,836,15,5,Pending,Returned,2024-02-04,2024-02-21
1811,2,3,3,4,Delivered,Completed,2024-08-18,2024-08-28
1812,1,2598,2,12,Delivered,Completed,2024-01-23,2024-02-04
1813,2,2781,14,9,Delivered,Completed,2022-09-06,2022-09-23
1814,5,1364,10,15,In-Transit,Canceled,2023-06-14,2023-07-02
1815,4,3232,12,14,Pending,Canceled,2023-07-30,2023-08-14
1816,3,4366,8,14,In-Transit,Delayed,2024-10-02,2024-10-21
1817,1,3561,7,11,Pending,Canceled,2023-10-27,2023-11-07
1818,4,2222,2,7,Delivered,Completed,2023-05-27,2023-06-03
1819,3,4517,1,8,Delivered,Completed,2023-02-22,2023-03-03
1820,2,3954,8,5,In-Transit,Canceled,2023-07-29,2023-08-16
1821,3,2916,5,1,In-Transit,Returned,2024-09-20,2024-09-25
1822,4,306,7,11,In-Transit,Canceled,2023-08-01,2023-08-12
1823,5,686,14,7,In-Transit,Canceled,2022-04-06,2022-04-14
1824,4,2538,11,12,Delivered,Completed,2022-09-10,2022-09-16
1825,4,369,1,7,Pending,Canceled,2023-08-13,2023-08-20
1826,1,508,6,11,Pending,Canceled,2023-07-27,2023-08-18
1827,4,1388,13,3,Delivered,Completed,2023-02-10,2023-02-20
1828,5,3797,15,11,Pending,Returned,2023-08-02,2023-08-12
1829,1,1063,14,9,Pending,Delayed,2023-01-08,2023-01-14
1830,1,4365,2,8,Pending,Returned,2024-07-14,2024-07-22
1831,1,3071,14,12,In-Transit,Delayed,2022-06-26,2022-07-09
1832,5,698,5,9,Delivered,Completed,2024-05-25,2024-06-03
1833,5,604,11,1,In-Transit,Delayed,2022-05-04,2022-05-16
1834,1,3846,11,12,In-Transit,Delayed,2023-09-08,2023-09-27
1835,3,3578,8,14,Pending,Delayed,2024-09-19,2024-09-24
1836,2,4903,6,8,Delivered,Completed,2022-05-01,2022-05-22
1837,2,3200,10,2,In-Transit,Returned,2022-03-15,2022-03-29
1838,4,1166,6,13,In-Transit,Delayed,2022-04-17,2022-04-23
1839,3,4791,1,2,Delivered,Completed,2024-09-11,2024-09-27
1840,2,651,2,8,Pending,Canceled,2023-08-04,2023-08-13
1841,1,3206,6,15,In-Transit,Delayed,2023-02-22,2023-03-03
1842,2,289,6,4,Pending,Delayed,2023-03-05,2023-03-21
1843,4,2944,1,4,Pending,Canceled,2023-06-02,2023-06-08
1844,4,907,14,8,Pending,Returned,2024-01-10,2024-01-26
1845,1,752,4,7,In-Transit,Returned,2023-08-13,2023-08-31
1846,1,3186,2,14,Pending,Returned,2024-06-25,2024-07-17
1847,4,2857,6,5,In-Transit,Canceled,2024-09-15,2024-09-22
1848,2,727,11,12,In-Transit,Canceled,2024-03-03,2024-03-25
1849,1,1871,2,14,Delivered,Completed,2024-07-17,2024-08-02
1850,3,4891,4,9,In-Transit,Returned,2024-05-12,2024-06-03
1851,3,589,5,6,Pending,Delayed,2024-04-13,2024-04-29
1852,3,800,11,13,In-Transit,Delayed,2022-02-07,2022-02-21
1853,2,2075,5,7,Pending,Canceled,2024-01-19,2024-01-24
1854,5,148,6,8,Pending,Delayed,2024-01-21,2024-02-12
1855,5,4542,12,2,Delivered,Completed,2023-12-13,2023-12-30
1856,1,1592,11,4,Pending,Returned,2024-07-14,2024-07-28
1857,2,3814,10,5,Pending,Canceled,2022-04-27,2022-05-15
1858,3,1957,2,13,Delivered,Completed,2024-08-14,2024-08-18
1859,3,4442,9,8,In-Transit,Returned,2024-06-25,2024-07-05
1860,3,1535,6,15,Pending,Delayed,2024-09-14,2024-10-06
1861,4,3702,7,4,Delivered,Completed,2022-02-27,2022-03-03
1862,3,3896,15,10,In-Transit,Delayed,2024-12-02,2024-12-12
1863,2,4650,5,3,In-Transit,Canceled,2022-07-11,2022-07-20
1864,4,769,13,4,Delivered,Completed,2022-10-31,2022-11-15
1865,3,1930,14,4,Delivered,Completed,2023-11-12,2023-11-19
1866,3,954,6,1,In-Transit,Canceled,2024-10-13,2024-10-17
1867,5,3640,3,13,Delivered,Completed,2023-02-03,2023-02-13
1868,4,1010,14,6,In-Transit,Returned,2022-09-20,2022-09-24
1869,5,946,10,11,Pending,Canceled,2023-01-30,2023-02-16
1870,3,3860,8,13,Delivered,Completed,2022-10-09,2022-10-22
1871,1,2874,13,14,Pending,Delayed,2022-06-02,2022-06-06
1872,1,198,5,14,Delivered,Completed,2024-03-29,2024-04-07
1873,5,2733,1,13,In-Transit,Delayed,2022-01-25,2022-02-13
1874,2,1972,13,12,Pending,Canceled,2022-07-23,2022-08-06
1875,5,3685,6,8,In-Transit,Returned,2023-02-08,2023-02-18
1876,4,3149,11,8,In-Transit,Canceled,2023-08-08,2023-08-21
1877,3,3363,10,1,Pending,Delayed,2023-03-12,2023-03-25
1878,3,4004,11,3,In-Transit,Delayed,2022-12-18,2022-12-24
1879,5,4011,13,8,Pending,Delayed,2023-05-19,2023-05-31
1880,3,4197,15,8,In-Transit,Returned,2022-09-11,2022-10-03
1881,2,1891,15,12,Delivered,Completed,2022-09-30,2022-10-10
1882,1,4073,2,6,In-Transit,Delayed,2022-06-05,2022-06-20
1883,4,4620,9,1,Delivered,Completed,2023-06-26,2023-07-04
1884,2,3318,4,2,In-Transit,Canceled,2023-06-29,2023-07-07
1885,2,2949,1,3,Pending,Returned,2023-10-27,2023-11-06
1886,3,3833,8,6,In-Transit,Returned,2022-08-03,2022-08-07
1887,3,433,8,13,In-Transit,Returned,2024-09-03,2024-09-22
1888,3,4656,8,14,In-Transit,Returned,2023-07-24,2023-08-08
1889,1,1507,8,10,Pending,Delayed,2023-08-02,2023-08-08
1890,4,4257,11,7,In-Transit,Returned,2024-03-29,2024-04-20
1891,2,637,15,10,Pending,Returned,2024-03-19,2024-03-27
1892,2,1868,15,13,Delivered,Completed,2024-10-15,2024-11-03
1893,1,2445,2,8,Pending,Canceled,2022-10-11,2022-11-01
1894,2,371,12,6,In-Transit,Delayed,2022-09-14,2022-10-01
1895,5,2627,11,12,Pending,Delayed,2024-07-13,2024-07-17
1896,5,43,11,4,In-Transit,Delayed,2022-06-04,2022-06-23
1897,4,4959,13,5,Pending,Canceled,2024-04-23,2024-04-27
1898,4,3053,4,2,Pending,Returned,2024-11-30,2024-12-18
1899,4,1801,15,1,Pending,Delayed,2024-09-04,2024-09-16
1900,1,3534,1,9,In-Transit,Returned,2022-11-26,2022-12-01
1901,2,1735,4,5,Delivered,Completed,2023-08-20,2023-09-01
1902,3,139,13,6,Pending,Returned,2024-10-24,2024-11-15
1903,5,1872,9,8,Pending,Canceled,2024-04-27,2024-05-14
1904,5,2323,2,10,Pending,Canceled,2022-02-03,2022-02-14
1905,4,2143,5,13,In-Transit,Delayed,2024-01-05,2024-01-16
1906,3,2358,9,4,In-Transit,Delayed,2022-02-23,2022-03-03
1907,2,1382,15,3,Pending,Returned,2022-12-24,2023-01-06
1908,4,401,6,13,In-Transit,Delayed,2022-12-21,2022-12-31
1909,4,262,8,2,In-Transit,Canceled,2024-06-28,2024-07-06
1910,3,2184,13,8,Pending,Returned,2023-05-11,2023-05-26
1911,5,715,11,15,In-Transit,Canceled,2022-08-24,2022-09-09
1912,1,167,10,2,Delivered,Completed,2022-01-11,2022-01-16
1913,3,2770,12,6,Pending,Canceled,2022-10-21,2022-11-09
1914,5,1212,10,5,In-Transit,Delayed,2023-12-21,2024-01-02
1915,5,633,4,6,In-Transit,Returned,2022-10-29,2022-11-05
1916,2,289,7,2,In-Transit,Returned,2023-06-12,2023-06-29
1917,5,1889,8,4,Delivered,Completed,2023-05-18,2023-06-08
1918,2,965,1,2,Delivered,Completed,2022-04-30,2022-05-11
1919,1,4394,6,11,In-Transit,Returned,2024-05-18,2024-06-05
1920,5,3576,13,6,Pending,Canceled,2024-02-04,2024-02-20
1921,4,4609,8,11,Delivered,Completed,2024-03-08,2024-03-14
1922,3,4272,2,13,In-Transit,Delayed,2023-07-17,2023-08-01
1923,2,3122,1,2,Delivered,Completed,2024-09-26,2024-10-04
1924,1,2964,3,14,Delivered,Completed,2022-01-12,2022-01-30
1925,5,4696,2,3,In-Transit,Delayed,2022-08-18,2022-09-08
1926,4,339,5,10,Delivered,Completed,2023-04-08,2023-04-28
1927,2,2448,11,13,In-Transit,Canceled,2023-11-20,2023-12-08
1928,4,4349,13,15,In-Transit,Returned,2024-06-22,2024-07-08
1929,5,4008,8,1,Delivered,Completed,2024-05-22,2024-05-31
1930,2,2748,12,8,Pending,Canceled,2022-01-17,2022-01-22
1931,3,365,5,3,In-Transit,Returned,2023-02-16,2023-02-24
1932,3,4221,3,5,Delivered,Completed,2022-11-25,2022-12-14
1933,5,4371,9,1,Pending,Delayed,2024-08-09,2024-08-26
1934,2,879,8,5,In-Transit,Returned,2024-09-28,2024-10-17
1935,1,3996,9,6,Pending,Delayed,2023-07-15,2023-07-20
1936,1,312,13,15,Delivered,Completed,2023-03-21,2023-03-29
1937,4,577,9,3,Pending,Canceled,2022-10-15,2022-11-06
1938,2,2603,7,10,Pending,Delayed,2024-02-15,2024-02-25
1939,1,3367,13,4,In-Transit,Delayed,2022-03-16,2022-03-27
1940,2,3531,5,6,Pending,Delayed,2024-03-12,2024-03-16
1941,5,2056,3,4,Pending,Returned,2024-05-10,2024-05-31
1942,4,4392,1,4,In-Transit,Canceled,2024-10-29,2024-11-10
1943,2,28,2,12,Delivered,Completed,2023-04-07,2023-04-14
1944,3,179,15,14,Pending,Delayed,2024-01-07,2024-01-26
1945,3,4229,9,5,Pending,Delayed,2023-01-04,2023-01-26
1946,2,2318,11,1,In-Transit,Canceled,2023-09-24,2023-10-14
1947,1,3066,14,10,Delivered,Completed,2022-09-02,2022-09-13
1948,4,1349,15,5,Pending,Returned,2024-07-12,2024-08-02
1949,2,4327,4,1,Pending,Returned,2023-02-20,2023-03-13
1950,1,1885,1,5,Pending,Delayed,2023-10-12,2023-10-25
1951,1,839,9,4,In-Transit,Delayed,2022-02-16,2022-02-27
1952,5,4276,7,15,Delivered,Completed,2023-06-03,2023-06-15
1953,2,1886,5,9,Delivered,Completed,2024-06-18,2024-07-07
1954,3,1753,15,9,In-Transit,Delayed,2022-02-09,2022-02-20
1955,3,2870,11,4,Delivered,Completed,2024-02-22,2024-03-04
1956,5,4667,14,1,In-Transit,Returned,2022-01-03,2022-01-21
1957,5,2557,1,3,Delivered,Completed,2023-12-31,2024-01-21
1958,5,3487,8,1,Pending,Canceled,2022-12-28,2023-01-05
1959,3,2286,10,1,In-Transit,Delayed,2022-05-15,2022-05-26
1960,1,1364,10,12,Pending,Delayed,2022-02-11,2022-02-24
1961,2,4614,4,6,In-Transit,Returned,2024-06-11,2024-06-20
1962,4,4910,13,5,Delivered,Completed,2023-10-04,2023-10-14
1963,4,799,11,2,Pending,Returned,2021-12-28,2022-01-01
1964,4,1305,3,2,Delivered,Completed,2023-02-04,2023-02-18
1965,3,214,12,13,In-Transit,Canceled,2023-09-18,2023-10-03
1966,4,3314,5,9,Delivered,Completed,2022-12-31,2023-01-08
1967,2,3289,13,11,Delivered,Completed,2022-05-07,2022-05-20
1968,3,1344,5,4,In-Transit,Returned,2024-03-21,2024-04-02
1969,1,757,13,15,In-Transit,Canceled,2024-10-24,2024-11-06
1970,3,2551,3,5,Delivered,Completed,2023-01-04,2023-01-14
1971,3,2139,1,2,In-Transit,Canceled,2024-01-25,2024-02-02
1972,5,2443,7,2,Delivered,Completed,2024-02-29,2024-03-08
1973,1,2591,6,15,Pending,Canceled,2023-05-22,2023-06-07
1974,1,639,14,2,Delivered,Completed,2022-03-02,2022-03-06
1975,4,1143,13,3,Delivered,Completed,2024-06-30,2024-07-17
1976,1,4885,4,2,Delivered,Completed,2024-04-28,2024-05-06
1977,3,3516,6,15,Delivered,Completed,2023-05-10,2023-05-21
1978,2,4874,10,9,Pending,Returned,2023-10-27,2023-10-31
1979,4,2386,9,4,Delivered,Completed,2022-08-27,2022-09-10
1980,5,1645,8,2,In-Transit,Returned,2023-06-09,2023-06-24
1981,5,3561,11,9,In-Transit,Delayed,2022-06-29,2022-07-15
1982,3,3841,6,8,In-Transit,Canceled,2023-02-07,2023-03-01
1983,5,640,11,8,In-Transit,Delayed,2024-10-15,2024-10-21
1984,1,996,7,2,Delivered,Completed,2022-05-28,2022-06-17
1985,5,3425,6,11,Pending,Canceled,2022-02-21,2022-02-28
1986,1,3689,1,3,In-Transit,Canceled,2022-08-14,2022-08-24
1987,1,1297,12,1,In-Transit,Canceled,2022-10-19,2022-10-29
1988,2,1345,10,8,Pending,Canceled,2022-07-20,2022-08-08
1989,3,3596,7,10,Delivered,Completed,2024-04-03,2024-04-22
1990,3,4507,11,12,In-Transit,Delayed,2022-09-02,2022-09-19
1991,2,2033,14,5,Delivered,Completed,2022-01-22,2022-02-08
1992,3,2463,4,14,In-Transit,Delayed,2023-06-26,2023-07-04
1993,4,4772,13,12,Delivered,Completed,2024-05-20,2024-05-27
1994,3,3767,6,1,In-Transit,Canceled,2022-08-15,2022-08-20
1995,5,4139,8,2,Pending,Delayed,2024-04-07,2024-04-22
1996,4,4688,10,3,Delivered,Completed,2024-05-08,2024-05-22
1997,4,3428,5,4,Pending,Delayed,2023-07-24,2023-08-05
1998,4,1290,6,2,In-Transit,Canceled,2023-10-26,2023-11-16
1999,3,2124,8,14,In-Transit,Canceled,2024-10-01,2024-10-17
2000,1,140,7,2,Delivered,Completed,2023-03-16,2023-04-04
2001,4,145,12,9,Delivered,Completed,2024-04-01,2024-04-21
2002,1,1017,12,14,Delivered,Completed,2022-12-31,2023-01-04
2003,4,3104,13,2,Pending,Delayed,2024-08-07,2024-08-15
2004,1,4133,9,10,Delivered,Completed,2024-12-17,2024-12-23
2005,5,4332,12,7,Pending,Canceled,2024-04-08,2024-04-27
2006,3,1672,9,4,Delivered,Completed,2024-02-13,2024-03-02
2007,1,3240,6,1,Delivered,Completed,2023-09-06,2023-09-21
2008,5,4971,2,4,Pending,Returned,2022-11-08,2022-11-18
2009,2,4144,14,4,In-Transit,Delayed,2022-07-28,2022-08-04
2010,2,1462,6,10,In-Transit,Returned,2024-09-19,2024-10-03
2011,5,3629,14,13,Delivered,Completed,2023-08-23,2023-09-02
2012,4,3484,4,7,Delivered,Completed,2024-02-27,2024-03-19
2013,3,49,7,13,Pending,Delayed,2022-10-11,2022-10-22
2014,4,1633,13,15,In-Transit,Delayed,2024-02-21,2024-02-29
2015,5,4922,1,13,In-Transit,Delayed,2022-03-30,2022-04-19
2016,1,1397,13,5,Delivered,Completed,2023-05-15,2023-05-31
2017,4,2575,7,13,In-Transit,Returned,2023-12-08,2023-12-12
2018,2,1822,3,10,Delivered,Completed,2022-09-07,2022-09-22
2019,2,4818,14,11,Delivered,Completed,2023-01-17,2023-02-03
2020,5,2825,9,1,Delivered,Completed,2024-01-18,2024-02-04
2021,2,4680,9,2,Delivered,Completed,2023-08-01,2023-08-17
2022,4,2024,12,11,Pending,Returned,2022-08-31,2022-09-06
2023,1,406,10,9,In-Transit,Delayed,2023-02-19,2023-03-06
2024,5,2720,2,14,In-Transit,Canceled,2023-11-23,2023-12-01
2025,3,2036,13,5,Delivered,Completed,2023-12-29,2024-01-14
2026,4,3855,5,6,Delivered,Completed,2023-06-03,2023-06-13
2027,5,200,7,14,Pending,Canceled,2022-02-15,2022-03-02
2028,5,326,15,1,Delivered,Completed,2023-07-15,2023-07-26
2029,2,2407,9,14,In-Transit,Canceled,2023-05-11,2023-05-25
2030,5,1288,1,7,Pending,Canceled,2023-06-18,2023-07-05
2031,3,292,6,14,Delivered,Completed,2024-05-02,2024-05-21
2032,5,3017,6,13,Delivered,Completed,2023-04-13,2023-04-22
2033,5,1923,5,13,In-Transit,Delayed,2022-03-04,2022-03-26
2034,4,716,4,2,In-Transit,Returned,2024-07-27,2024-07-31
2035,1,2527,12,8,In-Transit,Returned,2023-09-12,2023-09-30
2036,3,4728,9,15,Delivered,Completed,2022-07-25,2022-08-09
2037,2,881,9,3,Pending,Delayed,2024-07-10,2024-07-20
2038,4,1889,15,14,Pending,Canceled,2023-05-30,2023-06-19
2039,5,4322,4,6,Delivered,Completed,2024-02-15,2024-02-22
2040,4,775,13,3,Delivered,Completed,2022-05-02,2022-05-23
2041,4,2074,13,9,Pending,Delayed,2022-10-13,2022-10-17
2042,3,4031,12,13,Delivered,Completed,2022-04-30,2022-05-15
2043,1,1223,2,12,Pending,Delayed,2024-04-23,2024-05-15
2044,5,1674,7,15,Pending,Canceled,2024-03-24,2024-04-01
2045,3,2912,7,14,In-Transit,Canceled,2023-05-01,2023-05-19
2046,1,3445,14,1,In-Transit,Returned,2022-03-21,2022-04-08
2047,2,1672,11,1,In-Transit,Delayed,2023-11-24,2023-12-10
2048,3,4471,14,2,Delivered,Completed,2024-03-16,2024-03-21
2049,5,584,10,4,In-Transit,Returned,2023-06-07,2023-06-18
2050,5,1399,7,2,Pending,Canceled,2023-08-17,2023-08-28
2051,2,842,13,15,Delivered,Completed,2024-06-03,2024-06-18
2052,5,2735,12,9,Delivered,Completed,2022-02-02,2022-02-09
2053,5,2258,10,1,In-Transit,Returned,2022-05-01,2022-05-22
2054,5,816,7,4,Pending,Delayed,2023-05-20,2023-05-24
2055,4,650,9,2,Pending,Returned,2024-05-08,2024-05-30
2056,2,2204,12,7,Pending,Returned,2024-12-11,2024-12-30
2057,3,2295,8,12,Delivered,Completed,2024-09-24,2024-10-08
2058,1,2005,5,1,Pending,Delayed,2024-08-28,2024-09-04
2059,2,1543,11,13,In-Transit,Delayed,2024-05-24,2024-06-03
2060,2,1988,15,14,Pending,Returned,2023-07-03,2023-07-09
2061,5,4860,9,15,Pending,Canceled,2023-05-29,2023-06-10
2062,3,175,8,1,Delivered,Completed,2023-09-09,2023-09-27
2063,3,1857,9,6,In-Transit,Canceled,2022-05-06,2022-05-15
